"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"318",318,1652752574,637.5,"20220517 09:56:13","9:56:13",2,1652752566,0.001359541,1.359540727,40.44673536,1066.849583,804.1596639,81.98646059,108.7684763,0.093376245,3.253727039,0.091912683,0.057575011,305.3990795,27.95008993,25,3.783812273,66.24192982,2.320908655,3.503685145,1.462903619,-59.95574605,-230.2281399,-15.3154545,-0.100260992,37.52518119,1.363362403,12.01457307,1123.95469,1104.212788,1.698484452,89.12386144,1.359540727,21.97394566,22.77102794,4.94e-06,105.3543778,0,0,1,0,53880.31659,1999.99625,1681.196845,0.840599999,0.152699826,3,0.5,"0: Broadleaf",2,TRUE,1652752566,1066.849583,1090.236667,22.76450417,21.96513333,1069.051667,23.18519583,500.0155417,101.8529583,0.100004829,26.6376125,27.99530833,999.9,0,0,9991.922083,774.097625,39.138075,1999.99625,0.980002583,0.019997504,33,44861.22917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.66095894,-0.08753474,0.749126016,1,-23.48101707,0.034804181,0.445590639,1,0.810084268,-0.168248927,0.018071712,0,0.094930076,-0.020057465,0.002122214,1,3,4,"3月4日,2.91062",2.67302,0.187641,0.190836,0.110948,0.107222,22132.1,21552.2,26160.8,25669.6,36105.9,35898.3,41488.5,41271.7,1.99618,1.84247,0.0841729,0,100,100,-2.21,-0.4205,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.1,1290.2,2.29492,2.51099,1.60278,2.26074,1.50269,2.26807,37.1702,23.8423,19,531.965,501.182,24.825,31.1023,29.9995,31.1209,31.1328,45.8937,29.5387,43.4278,24.9408,1113.74,22,100.761,98.5729,NA
"319",319,1652752576,639.5,"20220517 09:56:15","9:56:15",2,1652752568,0.001359549,1.359548716,40.472227,1070.08125,806.6806723,82.24348898,109.0979597,0.093435648,3.254308974,0.091970497,0.057611285,305.3988774,27.94662779,25,3.783048367,66.25864303,2.32105108,3.503016322,1.461997286,-59.95609838,-230.2306351,-15.31236896,-0.100225095,37.73832767,1.358117101,11.6373354,1127.33179,1107.658364,1.720840672,89.12386144,1.359548716,21.97596493,22.77305941,3.57e-06,105.3543778,0,0,1,0,53896.79527,1999.995,1681.195816,0.840600009,0.15269982,3,0.5,"0: Broadleaf",2,TRUE,1652752568,1070.08125,1093.595417,22.7659,21.96960833,1072.284583,23.18656667,500.0171667,101.8529583,0.100009938,26.63437083,27.98992083,999.9,0,0,9994.995,774.0454167,39.14490417,1999.995,0.980002708,0.019997396,33,44861.22083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.6039105,2.637768915,0.689042985,0,-23.44614878,-1.515288502,0.408654138,0,0.806469756,-0.147301631,0.016822069,0,0.094507408,-0.017615302,0.001984353,1,1,4,"1月4日,2.91065",2.67303,0.188007,0.191208,0.110951,0.107207,22122.2,21542.3,26161,25669.6,36105.8,35899.1,41488.5,41271.9,1.99605,1.84238,0.0845455,0,100,100,-2.2,-0.4205,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.2,1290.2,2.30103,2.51709,1.60278,2.26074,1.50269,2.26562,37.1941,23.8423,19,531.879,501.107,24.8902,31.1023,29.999,31.1209,31.1326,46.0081,29.5387,43.4278,24.9616,1117.12,22,100.762,98.5733,NA
"320",320,1652752578,641.5,"20220517 09:56:17","9:56:17",2,1652752570,0.001361467,1.361467403,39.96637859,1073.347083,809.2016807,82.50043946,109.4308232,0.093629525,3.254302692,0.092158337,0.057729215,305.3989896,27.9432849,25,3.7823109,66.27510029,2.321231669,3.502418946,1.461079231,-60.04071248,-230.1517566,-15.30667532,-0.100154786,37.95216474,1.357964833,12.00694394,1130.82239,1111.059576,1.701969994,89.12386144,1.361467403,21.97598664,22.77419412,4.74e-06,105.3543778,0,0,1,0,53897.14275,1999.995833,1681.196523,0.840600013,0.152699813,3,0.5,"0: Broadleaf",2,TRUE,1652752570,1073.347083,1096.992083,22.76769167,21.97149167,1075.5525,23.18832083,500.01775,101.852875,0.10000205,26.631475,27.98526667,999.9,0,0,9994.97,773.988875,39.1505875,1999.995833,0.980002833,0.019997279,33,44861.22083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.5734313,5.159235346,0.655791203,0,-23.42972927,-2.993075958,0.389916855,0,0.803433537,-0.10652099,0.014536935,0,0.094159085,-0.012521764,0.001721059,1,1,4,"1月4日,2.91074",2.67304,0.188368,0.191572,0.110957,0.107197,22112.3,21532.7,26160.8,25669.7,36105.5,35899.4,41488.4,41271.8,1.99612,1.8422,0.0851415,0,100,100,-2.21,-0.4205,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.2,1290.2,2.30591,2.52197,1.60278,2.26196,1.50391,2.25342,37.1941,23.8336,19,531.931,500.967,24.9322,31.1023,29.9993,31.1209,31.1313,46.1229,29.5387,43.4278,24.9616,1120.47,22,100.761,98.5733,NA
"321",321,1652752580,643.5,"20220517 09:56:19","9:56:19",2,1652752572,0.001370364,1.370364352,39.93595258,1076.63375,811.7226891,82.75726955,109.7656511,0.094327081,3.253977478,0.092833931,0.058153392,305.3991693,27.93890454,25,3.781344749,66.28981684,2.321417815,3.501922204,1.459926935,-60.43306793,-229.7828067,-15.28314648,-0.099851848,38.12710446,1.360811029,12.35138331,1134.2773,1114.429333,1.684629751,89.12386144,1.370364352,21.9726737,22.77610618,3.98e-06,105.3543778,0,0,1,0,53888.68649,1999.997083,1681.197595,0.840600024,0.152699807,3,0.5,"0: Broadleaf",2,TRUE,1652752572,1076.63375,1100.388333,22.76957083,21.9717,1078.84125,23.19015833,500.0155,101.852625,0.100013092,26.62906667,27.9806875,999.9,0,0,9993.277083,773.9344167,39.1470625,1999.997083,0.980002958,0.019997171,33,44861.25,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.6424858,6.112312924,0.673867269,0,-23.47101951,-3.600890592,0.403047468,0,0.800674024,-0.043267631,0.010473755,1,0.09384514,-0.004461042,0.0012496,1,2,4,"2月4日,2.91074",2.67305,0.188722,0.191946,0.110965,0.107194,22102.5,21522.7,26160.7,25669.8,36105,35899.6,41488.2,41271.9,1.99608,1.8422,0.0845641,0,100,100,-2.21,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.2,1290.3,2.31201,2.51831,1.60278,2.26074,1.50269,2.26196,37.1941,23.8336,19,531.896,500.956,24.956,31.1026,29.9998,31.1209,31.1301,46.2323,29.5387,43.4278,24.9616,1123.83,22,100.761,98.5735,NA
"322",322,1652752582,645.5,"20220517 09:56:21","9:56:21",2,1652752574,0.00138347,1.383469506,40.3917407,1079.937083,814.2436975,83.01415686,110.102254,0.095329893,3.25435396,0.093805277,0.058763248,305.3993426,27.9339415,25,3.780250339,66.3023475,2.321619612,3.501564725,1.458630728,-61.01100521,-229.2427436,-15.24495199,-0.099358178,38.24548426,1.364818769,12.26649491,1137.832554,1117.854606,1.709624997,89.12386144,1.383469506,21.96846688,22.77958912,2.67e-06,105.3543778,0,0,1,0,53899.27943,1999.998333,1681.1986,0.840600001,0.152699799,3,0.5,"0: Broadleaf",2,TRUE,1652752574,1079.937083,1103.767917,22.7715875,21.97137083,1082.146667,23.19212917,500.0169583,101.8524583,0.10001255,26.62733333,27.97631667,999.9,0,0,9995.281667,773.88125,39.13761667,1999.998333,0.980003,0.019997104,33,44861.27083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.8337613,5.229429073,0.59657431,0,-23.58927805,-3.208016028,0.365548125,0,0.799009805,0.020871303,0.006802784,1,0.093668183,0.00370586,0.000860564,1,2,4,"2月4日,2.91073",2.67291,0.189085,0.192311,0.110976,0.107198,22092.6,21513.1,26160.7,25669.8,36104.6,35899.7,41488.2,41272.2,1.996,1.84238,0.0843033,0,100,100,-2.22,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.3,1290.3,2.31812,2.51587,1.60278,2.26074,1.50269,2.28638,37.1941,23.8423,19,531.843,501.086,24.9717,31.104,29.9999,31.1206,31.1301,46.3453,29.5387,43.4278,24.9782,1127.18,22,100.761,98.5741,NA
"323",323,1652752584,647.5,"20220517 09:56:23","9:56:23",2,1652752576,0.001391047,1.391046705,39.90238482,1083.252083,816.7647059,83.27117338,110.4402178,0.095921068,3.254728,0.094377823,0.059122726,305.3991909,27.93076866,25,3.779550837,66.31307964,2.321825034,3.501307806,1.457725803,-61.34515971,-228.9309629,-15.22213235,-0.099064077,38.31479541,1.369254653,12.21922764,1141.337324,1121.296909,1.722186527,89.12386144,1.391046705,21.96633425,22.78187176,5.23e-06,105.3543778,0,0,1,0,53909.72364,1999.9975,1681.197806,0.840599954,0.152699786,3,0.5,"0: Broadleaf",2,TRUE,1652752576,1083.252083,1107.13,22.77360417,21.97079167,1085.46375,23.19409583,500.0190417,101.8524583,0.100004575,26.6260875,27.97438333,999.9,0,0,9997.2575,773.8295,39.134775,1999.9975,0.980003,0.01999705,33,44861.25417,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.05634547,3.837821405,0.428280278,0,-23.72320976,-2.446381882,0.27207543,0,0.799353927,0.060828502,0.007207999,1,0.093749318,0.008782188,0.000965474,1,2,4,"2月4日,2.91073",2.67295,0.189449,0.192661,0.110978,0.107202,22082.8,21503.9,26160.9,25670,36104.7,35899.7,41488.4,41272.4,1.99608,1.8424,0.0850856,0,100,100,-2.21,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.3,1290.3,2.323,2.51343,1.60278,2.26074,1.50269,2.29614,37.1941,23.8423,19,531.882,501.104,24.9827,31.105,30,31.1192,31.1301,46.46,29.5387,43.4278,24.9782,1130.56,22,100.761,98.5746,NA
"324",324,1652752586,649.5,"20220517 09:56:25","9:56:25",2,1652752578,0.001388057,1.388057304,39.98161818,1086.569167,819.2857143,83.52822382,110.778439,0.095723761,3.255412793,0.094187121,0.059002957,305.3990811,27.93067402,25,3.779529974,66.31997316,2.321992319,3.501196108,1.457537655,-61.21332712,-229.057586,-15.22729962,-0.099131715,38.37214317,1.373427131,12.71017464,1144.70636,1124.642182,1.684082041,89.12386144,1.388057304,21.96651918,22.78028118,8.62e-06,105.3543778,0,0,1,0,53928.53829,1999.996667,1681.197086,0.840599944,0.152699795,3,0.5,"0: Broadleaf",2,TRUE,1652752578,1086.569167,1110.487083,22.7752375,21.969975,1088.7825,23.19569167,500.0159583,101.8525,0.099996383,26.62554583,27.97524583,999.9,0,0,10000.87208,773.7841667,39.13590833,1999.996667,0.980002833,0.0199972,33,44861.225,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.21703293,2.723983037,0.288859767,0,-23.81882439,-1.760924739,0.188270366,0,0.800951244,0.078431916,0.008232719,1,0.093996166,0.011041309,0.001110018,1,2,4,"2月4日,2.91069",2.673,0.189806,0.193017,0.110975,0.107206,22073.1,21494.3,26160.9,25669.9,36104.9,35899.5,41488.6,41272.3,1.99605,1.84238,0.085365,0,100,100,-2.21,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.3,1290.4,2.3291,2.51343,1.60278,2.26074,1.50269,2.30347,37.1941,23.8423,19,531.856,501.086,24.9911,31.105,30.0002,31.1182,31.1301,46.5737,29.5387,43.4278,24.9938,1133.93,22,100.761,98.5743,NA
"325",325,1652752588,651.5,"20220517 09:56:27","9:56:27",2,1652752580,0.001384258,1.384258041,39.73901538,1089.892917,821.8067227,83.78517548,111.1172089,0.0954559,3.256184453,0.09392813,0.058840308,305.3991303,27.93135024,25,3.779679047,66.32352249,2.322126275,3.501210714,1.457552771,-61.04577961,-229.2181549,-15.2344197,-0.099223881,38.42922661,1.377246694,12.47861308,1148.073244,1128.049636,1.698005612,89.12386144,1.384258041,21.96721795,22.77879147,4.61e-06,105.3543778,0,0,1,0,53949.6223,1999.996667,1681.196995,0.840599899,0.15269982,3,0.5,"0: Broadleaf",2,TRUE,1652752580,1089.892917,1113.850417,22.77657083,21.96906667,1092.107917,23.197,500.0139167,101.8524167,0.099992779,26.62561667,27.97635833,999.9,0,0,10004.96,773.7357083,39.12975417,1999.996667,0.980002292,0.019997671,33,44861.22083,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.30467911,2.223681341,0.241103165,0,-23.87569268,-1.476347038,0.160133771,0,0.802757024,0.081534334,0.008437055,1,0.094268055,0.011385751,0.001133362,1,2,4,"2月4日,2.91069",2.673,0.190166,0.193371,0.110977,0.10721,22063.1,21484.8,26160.7,25669.8,36104.7,35899.2,41488.3,41272.2,1.9962,1.84225,0.0854395,0,100,100,-2.22,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.4,1290.4,2.33521,2.51465,1.60278,2.25952,1.50269,2.31812,37.1941,23.8511,19,531.959,500.993,24.9961,31.105,30.0004,31.1182,31.1301,46.6915,29.5387,43.055,24.9938,1137.28,22,100.761,98.574,NA
"326",326,1652752590,654,"20220517 09:56:30","9:56:30",2,1652752582,0.001386528,1.386528006,39.94202386,1094.856522,824.3277311,84.04220751,111.6232725,0.095622361,3.256076262,0.094089254,0.05894148,305.3993957,27.93169659,25,3.779755402,66.32561321,2.322314346,3.501383905,1.457441056,-61.14588507,-229.123908,-15.22875199,-0.099149338,38.52169554,1.381807147,11.91830065,1152.325246,1132.394,1.732528927,89.12386144,1.386528006,21.96806394,22.78103294,-3.41e-06,105.3543778,0,0,1,0,53946.51281,1999.997826,1681.197799,0.840599813,0.152699864,3,0.5,"0: Broadleaf",2,TRUE,1652752582,1094.856522,1118.876522,22.77841304,21.96823913,1097.074783,23.19880435,500.0155217,101.8524348,0.099985761,26.62645652,27.98163478,999.9,0,0,10004.38609,773.6576957,39.11937826,1999.997826,0.980001304,0.019998526,33,44861.21739,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.40461836,1.921144736,0.223484758,0,-23.94396585,-1.27150662,0.147104474,0,0.806095537,0.061643394,0.007212878,1,0.094739521,0.008315159,0.000943107,1,2,4,"2月4日,2.91074",2.67297,0.190619,0.193823,0.110983,0.107219,22050.7,21472.6,26160.7,25669.7,36104.4,35898.9,41488.3,41272.2,1.99612,1.8422,0.0863895,0,100,100,-2.22,-0.4203,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.4,1290.4,2.34131,2.52075,1.60278,2.26074,1.50269,2.26196,37.2181,23.8423,19,531.907,500.957,25.0025,31.105,30.0002,31.1182,31.1301,46.8211,29.5387,43.055,24.9985,1143.97,22,100.761,98.5739,NA
"327",327,1652752592,655.5,"20220517 09:56:31","9:56:31",2,1652752583,0.001388407,1.388407316,40.78590964,1096.53,826.8487395,84.29927816,111.793951,0.095756287,3.255895554,0.094218836,0.05902285,305.3994104,27.93180231,25,3.779778709,66.32529899,2.322369131,3.501483093,1.457409578,-61.22876263,-229.0453221,-15.22441828,-0.09909257,38.54304386,1.382178151,11.84677427,1154.930723,1135.004667,1.737825345,89.12386144,1.388407316,21.96853543,22.78259971,-2.23e-06,105.3543778,0,0,1,0,53941.4863,1999.9975,1681.197595,0.840599848,0.152699896,3,0.5,"0: Broadleaf",2,TRUE,1652752583,1096.53,1120.564583,22.7789375,21.96854167,1098.74875,23.19932083,500.0125417,101.8525,0.099978288,26.6269375,27.98409583,999.9,0,0,10003.42417,773.6325,39.1154125,1999.9975,0.980000958,0.0199989,33,44861.20833,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.40946349,1.866979501,0.222859299,0,-23.9547,-1.280228893,0.145937565,0,0.8068443,0.054987287,0.006628463,1,0.094750312,0.0079062,0.000934031,1,2,4,"2月4日,2.91074",2.67319,0.190888,0.194097,0.110984,0.107216,22043.4,21465.2,26160.7,25669.6,36104.3,35898.8,41488.2,41271.9,1.996,1.8421,0.0859797,0,100,100,-2.22,-0.4203,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.4,1290.5,2.34619,2.51953,1.60278,2.26074,1.50269,2.25952,37.2181,23.8423,19,531.821,500.882,25.0052,31.105,30.0001,31.1182,31.1299,46.9294,29.5387,43.055,24.9985,1143.97,22,100.761,98.5733,NA
"328",328,1652752594,658,"20220517 09:56:34","9:56:34",2,1652752586,0.001385297,1.385296585,40.08296561,1101.500435,829.3697479,84.55655135,112.3010314,0.095517632,3.256063318,0.093987847,0.058877808,305.3994978,27.93397755,25,3.780258288,66.32431367,2.322540621,3.501793675,1.457717667,-61.09157941,-229.1746067,-15.23250702,-0.099195388,38.62903747,1.383962481,12.39214968,1159.307729,1139.258667,1.708804406,89.12386144,1.385296585,21.97069458,22.78287765,3.71e-06,105.3543778,0,0,1,0,53945.80868,1999.996957,1681.19723,0.840599894,0.152699981,3,0.5,"0: Broadleaf",2,TRUE,1652752586,1101.500435,1125.591739,22.78055217,21.96911739,1103.722174,23.20090435,500.0161739,101.8527826,0.09999727,26.62844348,27.98702609,999.9,0,0,10004.28348,773.5590435,39.10573043,1999.996957,0.97999987,0.020000004,33,44861.19565,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.51222053,1.525188713,0.193338499,0,-24.0183878,-1.031830662,0.127514164,0,0.809443195,0.024302007,0.003951946,1,0.095165255,0.002846348,0.000493301,1,2,4,"2月4日,2.91078",2.67304,0.191343,0.194558,0.110986,0.107205,22030.9,21452.8,26160.6,25669.5,36103.9,35898.9,41487.9,41271.5,1.99595,1.8421,0.0845641,0,100,100,-2.23,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.5,1290.5,2.35352,2.51343,1.60278,2.26196,1.50269,2.31201,37.2181,23.8423,19,531.787,500.867,25.0065,31.105,30.0003,31.1182,31.1282,47.0517,29.5387,43.055,24.9985,1150.7,22,100.76,98.5725,NA
"329",329,1652752596,659.5,"20220517 09:56:35","9:56:35",2,1652752587,0.001379084,1.379084335,40.61757124,1103.181667,831.8907563,84.81374516,112.4726631,0.095055167,3.256082852,0.093540042,0.058596642,305.3995825,27.93599071,25,3.780702181,66.32311557,2.322574791,3.501908454,1.45812739,-60.81761919,-229.4316824,-15.24969845,-0.099417555,38.65389671,1.384511181,11.94333464,1161.928048,1141.903273,1.743275687,89.12386144,1.379084335,21.9732421,22.78177265,4.77e-06,105.3543778,0,0,1,0,53946.24735,1999.997083,1681.197397,0.840599924,0.152700014,3,0.5,"0: Broadleaf",2,TRUE,1652752587,1103.181667,1127.289583,22.78084167,21.9690875,1105.404167,23.2011875,500.0174583,101.853,0.099984233,26.629,27.9866625,999.9,0,0,10004.36542,773.5365833,39.1017625,1999.997083,0.9799995,0.020000396,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.51951431,1.541282883,0.196458755,0,-24.0383775,-0.928666041,0.114618582,0,0.8101186,0.017639235,0.003136955,1,0.095176891,0.002842518,0.000492774,1,2,4,"2月4日,2.91078",2.67291,0.191616,0.194837,0.110983,0.107205,22023.5,21445.3,26160.6,25669.3,36104,35898.9,41487.9,41271.5,1.99583,1.8422,0.0839494,0,100,100,-2.23,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.5,1290.5,2.3584,2.51831,1.60278,2.26196,1.50269,2.27417,37.2181,23.8336,19,531.701,500.933,25.007,31.105,30.0003,31.1182,31.1274,47.1551,29.5387,43.055,25.0042,1150.7,22,100.76,98.5723,NA
"330",330,1652752598,662,"20220517 09:56:38","9:56:38",2,1652752590,0.001383181,1.383181269,39.99462539,1108.18913,834.4117647,85.0709306,112.9834029,0.095342144,3.256631959,0.093818187,0.058771259,305.3997522,27.93618801,25,3.780745688,66.31906144,2.322620156,3.502190932,1.458125532,-60.99829398,-229.2645583,-15.23613988,-0.099239943,38.70778779,1.384748133,12.0032463,1166.42531,1146.293818,1.752860104,89.12386144,1.383181269,21.97028259,22.78125824,6.58e-07,105.3543778,0,0,1,0,53961.02332,1999.996957,1681.1974,0.840599979,0.152700108,3,0.5,"0: Broadleaf",2,TRUE,1652752590,1108.18913,1132.333913,22.78124348,21.96934348,1110.413478,23.20158696,500.013,101.8532174,0.099959922,26.63036957,27.98698261,999.9,0,0,10007.24826,773.4764783,39.09439565,1999.996957,0.979998304,0.020001613,33,44861.16087,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.66226299,1.217879884,0.156983503,0,-24.1166122,-0.851527526,0.105393083,0,0.811676293,0.007357066,0.001893148,1,0.09543643,0.000594478,0.000235916,1,2,4,"2月4日,2.91066",2.67305,0.192073,0.195292,0.110981,0.107205,22010.9,21433.2,26160.5,25669.5,36104.1,35899.1,41487.8,41271.7,1.99592,1.84223,0.0836328,0,100,100,-2.23,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.5,1290.6,2.3645,2.51587,1.60278,2.26074,1.50269,2.32422,37.2181,23.8423,19,531.77,500.951,25.0074,31.105,30.0004,31.1182,31.1274,47.2835,29.5387,43.055,25.0042,1157.42,22,100.76,98.5728,NA
"331",331,1652752600,664,"20220517 09:56:40","9:56:40",2,1652752592,0.001387857,1.387856744,40.13962627,1111.528261,836.9327731,85.32803125,113.3239386,0.095678395,3.256880947,0.094143879,0.058975745,305.3998467,27.93565363,25,3.780627855,66.31684293,2.322632858,3.502327246,1.457994996,-61.20448242,-229.0722195,-15.22220336,-0.099058526,38.76442582,1.384875137,12.50625104,1169.964722,1149.734242,1.72407578,89.12386144,1.387856744,21.96765559,22.78139412,-1.41e-06,105.3543778,0,0,1,0,53967.71731,1999.996957,1681.197404,0.840599981,0.152700156,3,0.5,"0: Broadleaf",2,TRUE,1652752592,1111.528261,1135.71,22.78134783,21.96936957,1113.753913,23.20169565,500.0106087,101.8533043,0.09996357,26.63103043,27.98436522,999.9,0,0,10008.55696,773.4317391,39.08964783,1999.996957,0.979997609,0.020002287,33,44861.15217,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.66963414,1.257251045,0.161913884,0,-24.1326625,-0.80495122,0.099170373,0,0.811870075,0.005279493,0.001761637,1,0.095441132,0.000632623,0.000234911,1,2,4,"2月4日,2.91065",2.67299,0.192432,0.195649,0.110979,0.107205,22001,21423.8,26160.4,25669.6,36104.1,35899.1,41487.7,41271.8,1.99588,1.84225,0.0837073,0,100,100,-2.23,-0.4203,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.6,1290.6,2.37061,2.51343,1.60278,2.26196,1.50269,2.30469,37.2181,23.8423,19,531.736,500.97,25.0086,31.1064,30.0004,31.1182,31.1274,47.4019,29.5387,43.055,25.0268,1160.77,22,100.759,98.5731,NA
"332",332,1652752602,666,"20220517 09:56:42","9:56:42",2,1652752594,0.001383907,1.383907431,40.27390831,1114.877826,839.4537815,85.58520303,113.6656326,0.095372124,3.256474058,0.093847144,0.058789447,305.3998871,27.93770179,25,3.781079503,66.31319955,2.322637284,3.502526344,1.458442219,-61.03031772,-229.2337249,-15.23506841,-0.099223924,38.81676829,1.384552234,12.48714481,1173.416328,1153.192242,1.724816278,89.12386144,1.383907431,21.96804363,22.77945294,1.35e-07,105.3543778,0,0,1,0,53956.4172,1999.996957,1681.197379,0.840599969,0.152700176,3,0.5,"0: Broadleaf",2,TRUE,1652752594,1114.877826,1139.093478,22.78135217,21.96956522,1117.105217,23.20169565,500.0118261,101.8534783,0.099964461,26.63199565,27.98318261,999.9,0,0,10006.38739,773.3911739,39.08448261,1999.996957,0.979997261,0.020002609,33,44861.14783,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.72423359,1.330708795,0.166597736,0,-24.1601875,-0.997604128,0.112537176,0,0.812156075,0.004885812,0.00173878,1,0.095492579,0.000350909,0.000215991,1,2,4,"2月4日,2.91074",2.6731,0.192788,0.196005,0.110975,0.107215,21991.2,21414.1,26160.2,25669.4,36104.2,35898.4,41487.7,41271.5,1.996,1.84218,0.0847131,0,100,100,-2.23,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.6,1290.6,2.37671,2.51221,1.60278,2.26074,1.50269,2.2998,37.2181,23.8511,19,531.821,500.914,25.0099,31.1077,30.0002,31.1182,31.1274,47.5204,29.5387,43.055,25.0268,1160.77,22,100.759,98.5723,NA
